"id","reconcile","code","name","internal_type","user_type_id/id"
"__export__.account_account_520401",,520401,"PERDIDA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS",,
"__export__.account_account_520402",,520402,"OTROS",,
"__export__.account_account_60",,60,"GANANCIA (PÉRDIDA) ANTES DE 15% A TRABAJADORES E IMPUESTO A LA RENTA DE OPERACIONES CONTINUADAS --> Subtotal B (A + 43 - 52)",,
"__export__.account_account_61",,61,"15% PARTICIPACIÓN TRABAJADORES",,
"__export__.account_account_62",,62,"GANANCIA (PÉRDIDA) ANTES DE IMPUESTOS --> Subtotal C (B - 61)",,
"__export__.account_account_63",,63,"IMPUESTO A LA RENTA CAUSADO",,
"__export__.account_account_64",,64,"GANANCIA (PÉRDIDA) DE OPERACIONES CONTINUADAS ANTES DEL IMPUESTO DIFERIDO --> Subtotal D (C - 63)",,
"__export__.account_account_65",,65,"(-) GASTO POR IMPUESTO DIFERIDO",,
"__export__.account_account_66",,66,"(+) INGRESO POR IMPUESTO DIFERIDO",,
"__export__.account_account_67",,67,"GANANCIA (PÉRDIDA) DE OPERACIONES CONTINUADAS",,
"__export__.account_account_71",,71,"INGRESOS POR OPERACIONES DISCONTINUADAS",,
"__export__.account_account_72",,72,"GASTOS POR OPERACIONES DISCONTINUADAS",,
"__export__.account_account_73",,73,"GANANCIA (PÉRDIDA) ANTES DE 15% A TRABAJADORES E IMPUESTO A LA RENTA DE OPERACIONES DISCONTINUADAS --> Subtotal E (71 - 72)",,
"__export__.account_account_74",,74,"15% PARTICIPACIÓN TRABAJADORES",,
"__export__.account_account_75",,75,"GANANCIA (PÉRDIDA) ANTES DE IMPUESTOS DE OPERACIONES DISCONTINUADAS --> Subtotal F (E - 74)",,
"__export__.account_account_76",,76,"IMPUESTO A LA RENTA CAUSADO",,
"__export__.account_account_77",,77,"GANANCIA (PÉRDIDA) DE OPERACIONES DISCONTINUADAS --> Subtotal G (F - 76)",,
"__export__.account_account_79",,79,"GANANCIA (PÉRDIDA) NETA DEL PERIODO --> Subtotal H (D + G)",,
"__export__.account_account_7901",,7901,"PROPIETARIOS DE LA CONTROLADORA",,
"__export__.account_account_7902",,7902,"PARTICIPACIÓN ATRIBUIBLE A LA NO CONTROLADORA (informativo)",,
"__export__.account_account_81",,81,"COMPONENTES DEL OTRO RESULTADO INTEGRAL",,
"__export__.account_account_8101",,8101,"DIFERENCIA DE CAMBIO POR CONVERSIÓN",,
"__export__.account_account_8102",,8102,"VALUACIÓN DE ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA",,
"__export__.account_account_8103",,8103,"GANANCIAS POR REVALUACIÓN DE PROPIEDADES, PLANTA Y EQUIPO",,
"__export__.account_account_8104",,8104,"GANANCIAS (PÉRDIDAS) ACTUARIALES POR PLANES DE BENEFICIOS DEFINIDOS",,
"__export__.account_account_8105",,8105,"REVERSIÓN DEL DETERIORO (PÉRDIDA POR DETERIORO) DE UN ACTIVO REVALUADO",,
"__export__.account_account_8106",,8106,"PARTICIPACIÓN DE OTRO RESULTADO INTEGRAL DE ASOCIADAS",,
"__export__.account_account_8107",,8107,"IMPUESTO SOBRE LAS GANACIAS RELATIVO A OTRO RESULTADO INTEGRAL",,
"__export__.account_account_8108",,8108,"OTROS (DETALLAR EN NOTAS)",,
"__export__.account_account_82",,82,"RESULTADO INTEGRAL TOTAL DEL AÑO --> Subtotal I (H + 81)",,
"__export__.account_account_8201",,8201,"PROPIETARIOS DE LA CONTROLADORA",,
"__export__.account_account_8202",,8202,"PARTICIPACIÓN NO CONTROLADORA (informativo)",,
"__export__.account_account_90",,90,"GANANCIA POR ACCIÓN (SOLO EMPRESAS QUE COTIZAN EN BOLSA)",,
"__export__.account_account_9001",,9001,"GANANCIA POR ACCIÓN BÁSICA",,
"__export__.account_account_900101",,900101,"GANANCIA POR ACCIÓN BÁSICA EN OPERACIONES CONTINUADAS",,
"__export__.account_account_900102",,900102,"GANANCIA POR ACCIÓN BÁSICA EN OPERACIONES DISCONTINUADAS",,
"__export__.account_account_9002",,9002,"GANANCIA POR ACCIÓN DILUÍDA",,
"__export__.account_account_900201",,900201,"GANANCIA POR ACCIÓN DILUÍDA EN OPERACIONES CONTINUADAS",,
"__export__.account_account_900202",,900202,"GANANCIA POR ACCIÓN DILUÍDA EN OPERACIONES DISCONTINUADAS",,
"__export__.account_account_91",,91,"UTILIDAD A REINVERTIR (INFORMATIVO)",,
"__export__.account_account_95",,95,"INCREMENTO NETO (DISMINUCIÓN) EN EL EFECTIVO Y EQUIVALENTES AL EFECTIVO, ANTES DEL EFECTO DE LOS CAMBIOS EN LA TASA DE CAMBIO",,
"__export__.account_account_9501",,9501,"FLUJOS DE EFECTIVO PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE OPERACIÓN",,
"__export__.account_account_950101",,950101,"CLASES DE COBROS POR ACTIVIDADES DE OPERACIÓN",,
"__export__.account_account_95010101",,95010101,"Cobros procedentes de las ventas de bienes y prestación de servicios",,
"__export__.account_account_95010102",,95010102,"Cobros procedentes de regalías, cuotas, comisiones y otros ingresos de actividades ordinarias",,
"__export__.account_account_95010103",,95010103,"Cobros procedentes de contratos mantenidos con propósitos de intermediación o para negociar",,
"__export__.account_account_95010104",,95010104,"Cobros procedentes de primas y prestaciones, anualidades y otros beneficios de pólizas suscritas",,
"__export__.account_account_95010105",,95010105,"Otros cobros por actividades de operación",,
"__export__.account_account_950102",,950102,"CLASES DE PAGOS POR ACTIVIDADES DE OPERACIÓN",,
"__export__.account_account_95010201",,95010201,"Pagos a proveedores por el suministro de bienes y servicios",,
"__export__.account_account_95010202",,95010202,"Pagos procedentes de contratos mantenidos para intermediación o para negociar",,
"__export__.account_account_95010203",,95010203,"Pagos a y por cuenta de los empleados",,
"__export__.account_account_95010204",,95010204,"Pagos por primas y prestaciones, anualidades y otras obligaciones derivadas de las pólizas suscritas",,
"__export__.account_account_95010205",,95010205,"Otros pagos por actividades de operación",,
"__export__.account_account_950103",,950103,"Dividendos pagados",,
"__export__.account_account_950104",,950104,"Dividendos recibidos",,
"__export__.account_account_950105",,950105,"Intereses pagados",,
"__export__.account_account_950106",,950106,"Intereses recibidos",,
"__export__.account_account_950107",,950107,"Impuestos a las ganancias pagados",,
"__export__.account_account_950108",,950108,"Otras entradas (salidas) de efectivo",,
"__export__.account_account_9502",,9502,"FLUJOS DE EFECTIVOS PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE INVERSIÓN",,
"__export__.account_account_950201",,950201,"Efectivo procedentes de la venta de acciones en subsidiarias u otros negocios",,
"__export__.account_account_950202",,950202,"Efectivo utilizado para adquirir acciones en subsidiarias u otros negocios para tener el control",,
"__export__.account_account_950203",,950203,"Efectivo utilizado en la compra de participaciones no controladoras",,
"__export__.account_account_950204",,950204,"Otros cobros por la venta de acciones o instrumentos de deuda de otras entidades",,
"__export__.account_account_950205",,950205,"Otros pagos para adquirir acciones o instrumentos de deuda de otras entidades",,
"__export__.account_account_950206",,950206,"Otros cobros por la venta de participaciones en negocios conjuntos",,
"__export__.account_account_950207",,950207,"Otros pagos para adquirir participaciones en negocios conjuntos",,
"__export__.account_account_950208",,950208,"Importes procedentes por la venta de propiedades, planta y equipo",,
"__export__.account_account_950209",,950209,"Adquisiciones de propiedades, planta y equipo",,
"__export__.account_account_950210",,950210,"Importes procedentes de ventas de activos intangibles",,
"__export__.account_account_950211",,950211,"Compras de activos intangibles",,
"__export__.account_account_950212",,950212,"Importes procedentes de otros activos a largo plazo",,
"__export__.account_account_950213",,950213,"Compras de otros activos a largo plazo",,
"__export__.account_account_950214",,950214,"Importes procedentes de subvenciones del gobierno",,
"__export__.account_account_950215",,950215,"Anticipos de efectivo efectuados a terceros",,
"__export__.account_account_950216",,950216,"Cobros procedentes del reembolso de anticipos y préstamos concedidos a terceros",,
"__export__.account_account_950217",,950217,"Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera",,
"__export__.account_account_950218",,950218,"Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",,
"__export__.account_account_950219",,950219,"Dividendos recibidos",,
"__export__.account_account_950220",,950220,"Intereses recibidos",,
"__export__.account_account_950221",,950221,"Otras entradas (salidas) de efectivo",,
"__export__.account_account_9503",,9503,"FLUJOS DE EFECTIVO PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE FINANCIACIÓN",,
"__export__.account_account_950301",,950301,"Aporte en efectivo por aumento de capital",,
"__export__.account_account_950302",,950302,"Financiamiento por emisión de títulos valores",,
"__export__.account_account_950303",,950303,"Pagos por adquirir o rescatar las acciones de la entidad",,
"__export__.account_account_950304",,950304,"Financiación por préstamos a largo plazo",,
"__export__.account_account_950305",,950305,"Pagos de préstamos",,
"__export__.account_account_950306",,950306,"Pagos de pasivos por arrendamientos financieros",,
"__export__.account_account_950307",,950307,"Importes procedentes de subvenciones del gobierno",,
"__export__.account_account_950308",,950308,"Dividendos pagados",,
"__export__.account_account_950309",,950309,"Intereses recibidos",,
"__export__.account_account_950310",,950310,"Otras entradas (salidas) de efectivo",,
"__export__.account_account_9504",,9504,"EFECTOS DE LA VARIACIÓN EN LA TASA DE CAMBIO SOBRE EL EFECTIVO Y EQUIVALENTES AL EFECTIVO",,
"__export__.account_account_950401",,950401,"Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes de efectivo",,
"__export__.account_account_9505",,9505,"INCREMENTO (DISMINUCIÓN) NETO DE EFECTIVO Y EQUIVALENTES AL EFECTIVO",,
"__export__.account_account_9506",,9506,"EFECTIVO Y EQUIVALENTES AL EFECTIVO AL PRINCIPIO DEL PERIODO",,
"__export__.account_account_9507",,9507,"EFECTIVO Y EQUIVALENTES AL EFECTIVO AL FINAL DEL PERIODO",,
"__export__.account_account_96",,96,"GANANCIA (PÉRDIDA) ANTES DE 15% A TRABAJADORES E IMPUESTO A LA RENTA",,
"__export__.account_account_97",,97,"AJUSTE POR PARTIDAS DISTINTAS AL EFECTIVO",,
"__export__.account_account_9701",,9701,"Ajustes por gasto de depreciación y amortización",,
"__export__.account_account_9702",,9702,"Ajustes por gastos por deterioro (reversiones por deterioro) reconocidas en los resultados del periodo",,
"__export__.account_account_9703",,9703,"Pérdida (ganancia) de moneda extranjera no realizada",,
"__export__.account_account_9704",,9704,"Pérdidas en cambio de moneda extranjera",,
"__export__.account_account_9705",,9705,"Ajustes por gastos en provisiones",,
"__export__.account_account_9706",,9706,"Ajuste por participaciones no controladoras",,
"__export__.account_account_9707",,9707,"Ajuste por pagos basados en acciones",,
"__export__.account_account_9708",,9708,"Ajustes por ganancias (pérdidas) en valor razonable",,
"__export__.account_account_9709",,9709,"Ajustes por gasto por impuesto a la renta",,
"__export__.account_account_9710",,9710,"Ajustes por gasto por participación trabajadores",,
"__export__.account_account_9711",,9711,"Otros ajustes por partidas distintas al efectivo",,
"__export__.account_account_98",,98,"CAMBIOS EN ACTIVOS Y PASIVOS",,
"__export__.account_account_9801",,9801,"(Incremento) disminución en cuentas por cobrar clientes",,
"__export__.account_account_9802",,9802,"(Incremento) disminución en otras cuentas por cobrar",,
"__export__.account_account_9803",,9803,"(Incremento) disminución en anticipos de proveedores",,
"__export__.account_account_9804",,9804,"(Incremento) disminución en inventarios",,
"__export__.account_account_9805",,9805,"(Incremento) disminución en otros activos",,
"__export__.account_account_9806",,9806,"Incremento (disminución) en cuentas por pagar comerciales",,
"__export__.account_account_9807",,9807,"Incremento (disminución) en otras cuentas por pagar",,
"__export__.account_account_9808",,9808,"Incremento (disminución) en beneficios empleados",,
"__export__.account_account_9809",,9809,"Incremento (disminución) en anticipos de clientes",,
"__export__.account_account_9810",,9810,"Incremento (disminución) en otros pasivos",,
"__export__.account_account_9820",,9820,"FLUJOS DE EFECTIVO PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE OPERACIÓN",,
"__export__.account_account_99",,99,"SALDO AL FINAL DEL PERÍODO",,
"__export__.account_account_9901",,9901,"SALDO REEXPRESADO DEL PERIODO INMEDIATO ANTERIOR",,
"__export__.account_account_990101",,990101,"SALDO DEL PERÍODO INMEDIATO ANTERIOR",,
"__export__.account_account_990102",,990102,"CAMBIOS EN POLÍTICAS CONTABLES",,
"__export__.account_account_990103",,990103,"CORRECCIÓN DE ERRORES",,
"__export__.account_account_9902",,9902,"CAMBIOS DEL AÑO EN EL PATRIMONIO",,
"__export__.account_account_990201",,990201,"Aumento (disminución) de capital social",,
"__export__.account_account_990202",,990202,"Aportes para futuras capitalizaciones",,
"__export__.account_account_990203",,990203,"Prima por emisión primaria de acciones",,
"__export__.account_account_990204",,990204,"Dividendos",,
"__export__.account_account_990205",,990205,"Transferencia de Resultados a otras cuentas patrimoniales",,
"__export__.account_account_990206",,990206,"Realización de la Reserva por Valuación de Activos Financieros Disponibles para la venta",,
"__export__.account_account_990207",,990207,"Realización de la Reserva por Valuación de Propiedades, planta y equipo",,
"__export__.account_account_990208",,990208,"Realización de la Reserva por Valuación de Activos Intangibles",,
"__export__.account_account_990209",,990209,"Otros cambios (detallar)",,
"__export__.account_account_990210",,990210,"Resultado Integral Total del Año (Ganancia o pérdida del ejercicio)",,
